Latitude,Longitude,Elevation
44.48,-92.63,336.7524108886719
44.48,-92.62326241217798,320.7701110839844
44.48,-92.61652482435595,319.881103515625
44.48,-92.60978723653395,323.3656616210938
44.48,-92.60304964871193,331.2798461914062
44.48,-92.59631206088993,327.4259338378906
44.48,-92.58957447306791,285.6641845703125
44.48,-92.58283688524588,259.0016174316406
44.48,-92.57609929742388,267.7430419921875
44.48,-92.56936170960184,300.3384399414062
44.48,-92.56262412177985,317.3464965820312
44.48,-92.5558865339578,258.6673583984375
44.48,-92.54914894613579,274.9774780273438
44.48,-92.54241135831379,334.8336486816406
44.48,-92.53567377049177,320.4664916992188
44.48,-92.52893618266977,326.3888854980469
44.48,-92.52219859484774,313.1559143066406
44.48,-92.51546100702572,309.5577087402344
44.48,-92.5087234192037,290.1733093261719
44.48,-92.50198583138169,329.2975158691406
44.48,-92.49524824355969,332.1617736816406
44.48,-92.48851065573764,310.26171875
44.48,-92.48177306791565,279.8389282226562
44.48,-92.47503548009364,320.0994873046875
44.48,-92.4682978922716,333.8175048828125
44.48,-92.46156030444959,327.3508605957031
44.48,-92.45482271662758,331.0298461914062
44.48,-92.44808512880556,279.2421569824219
44.48479491666666,-92.63,334.3699340820312
44.48479491666666,-92.62326241217798,332.2968139648438
44.48479491666666,-92.61652482435595,338.6716918945312
44.48479491666666,-92.60978723653395,336.839599609375
44.48479491666666,-92.60304964871193,325.5160217285156
44.48479491666666,-92.59631206088993,324.8805541992188
44.48479491666666,-92.58957447306791,310.6935729980469
44.48479491666666,-92.58283688524588,268.1769714355469
44.48479491666666,-92.57609929742388,255.6795654296875
44.48479491666666,-92.56936170960184,304.0972595214844
44.48479491666666,-92.56262412177985,317.1764221191406
44.48479491666666,-92.5558865339578,252.3535461425781
44.48479491666666,-92.54914894613579,316.0205688476562
44.48479491666666,-92.54241135831379,312.0960998535156
44.48479491666666,-92.53567377049177,328.07470703125
44.48479491666666,-92.52893618266977,337.1660461425781
44.48479491666666,-92.52219859484774,328.01611328125
44.48479491666666,-92.51546100702572,315.9255065917969
44.48479491666666,-92.5087234192037,279.7105102539062
44.48479491666666,-92.50198583138169,265.7396850585938
44.48479491666666,-92.49524824355969,315.433349609375
44.48479491666666,-92.48851065573764,309.972900390625
44.48479491666666,-92.48177306791565,262.9945983886719
44.48479491666666,-92.47503548009364,320.60400390625
44.48479491666666,-92.4682978922716,322.0967407226562
44.48479491666666,-92.46156030444959,321.658203125
44.48479491666666,-92.45482271662758,263.8521728515625
44.48479491666666,-92.44808512880556,325.5632934570312
44.48958983333333,-92.63,329.9681701660156
44.48958983333333,-92.62326241217798,330.2623596191406
44.48958983333333,-92.61652482435595,328.3516235351562
44.48958983333333,-92.60978723653395,319.4981689453125
44.48958983333333,-92.60304964871193,314.9374694824219
44.48958983333333,-92.59631206088993,315.3534851074219
44.48958983333333,-92.58957447306791,327.7814331054688
44.48958983333333,-92.58283688524588,318.7116088867188
44.48958983333333,-92.57609929742388,259.2056274414062
44.48958983333333,-92.56936170960184,252.4766693115234
44.48958983333333,-92.56262412177985,251.3653411865234
44.48958983333333,-92.5558865339578,264.5685424804688
44.48958983333333,-92.54914894613579,245.89892578125
44.48958983333333,-92.54241135831379,315.9432983398438
44.48958983333333,-92.53567377049177,298.8479309082031
44.48958983333333,-92.52893618266977,309.3146667480469
44.48958983333333,-92.52219859484774,296.9053344726562
44.48958983333333,-92.51546100702572,312.3655700683594
44.48958983333333,-92.5087234192037,311.5758972167969
44.48958983333333,-92.50198583138169,314.2616271972656
44.48958983333333,-92.49524824355969,263.701904296875
44.48958983333333,-92.48851065573764,276.1134948730469
44.48958983333333,-92.48177306791565,254.2789306640625
44.48958983333333,-92.47503548009364,279.9536437988281
44.48958983333333,-92.4682978922716,284.9940185546875
44.48958983333333,-92.46156030444959,295.3955383300781
44.48958983333333,-92.45482271662758,247.7269287109375
44.48958983333333,-92.44808512880556,246.8327178955078
44.49438475,-92.63,325.13623046875
44.49438475,-92.62326241217798,326.7361145019531
44.49438475,-92.61652482435595,329.0140380859375
44.49438475,-92.60978723653395,332.693359375
44.49438475,-92.60304964871193,331.0216979980469
44.49438475,-92.59631206088993,329.8818359375
44.49438475,-92.58957447306791,329.7737426757812
44.49438475,-92.58283688524588,321.7883605957031
44.49438475,-92.57609929742388,286.6919250488281
44.49438475,-92.56936170960184,321.6932678222656
44.49438475,-92.56262412177985,262.1637268066406
44.49438475,-92.5558865339578,251.1164398193359
44.49438475,-92.54914894613579,242.5483856201172
44.49438475,-92.54241135831379,256.9742736816406
44.49438475,-92.53567377049177,281.9292602539062
44.49438475,-92.52893618266977,285.1830139160156
44.49438475,-92.52219859484774,285.8905944824219
44.49438475,-92.51546100702572,273.109375
44.49438475,-92.5087234192037,273.2579650878906
44.49438475,-92.50198583138169,272.0500793457031
44.49438475,-92.49524824355969,262.3179626464844
44.49438475,-92.48851065573764,256.6582946777344
44.49438475,-92.48177306791565,255.9046020507812
44.49438475,-92.47503548009364,251.7249908447266
44.49438475,-92.4682978922716,249.5203399658203
44.49438475,-92.46156030444959,250.5858764648438
44.49438475,-92.45482271662758,319.6927795410156
44.49438475,-92.44808512880556,324.1199645996094
44.49917966666667,-92.63,320.2168579101562
44.49917966666667,-92.62326241217798,323.1909484863281
44.49917966666667,-92.61652482435595,328.9643859863281
44.49917966666667,-92.60978723653395,332.6390380859375
44.49917966666667,-92.60304964871193,323.5601196289062
44.49917966666667,-92.59631206088993,340.1947021484375
44.49917966666667,-92.58957447306791,328.0821228027344
44.49917966666667,-92.58283688524588,324.6403503417969
44.49917966666667,-92.57609929742388,324.2058715820312
44.49917966666667,-92.56936170960184,276.611083984375
44.49917966666667,-92.56262412177985,234.2457733154297
44.49917966666667,-92.5558865339578,237.5761260986328
44.49917966666667,-92.54914894613579,298.6031799316406
44.49917966666667,-92.54241135831379,299.0986938476562
44.49917966666667,-92.53567377049177,281.7434997558594
44.49917966666667,-92.52893618266977,333.9495544433594
44.49917966666667,-92.52219859484774,287.0658569335938
44.49917966666667,-92.51546100702572,318.4371948242188
44.49917966666667,-92.5087234192037,321.8536987304688
44.49917966666667,-92.50198583138169,322.3934936523438
44.49917966666667,-92.49524824355969,301.2105102539062
44.49917966666667,-92.48851065573764,329.9283447265625
44.49917966666667,-92.48177306791565,294.0988464355469
44.49917966666667,-92.47503548009364,277.5792236328125
44.49917966666667,-92.4682978922716,306.201416015625
44.49917966666667,-92.46156030444959,274.8102416992188
44.49917966666667,-92.45482271662758,311.0344543457031
44.49917966666667,-92.44808512880556,307.9233093261719
44.50397458333334,-92.63,329.0068054199219
44.50397458333334,-92.62326241217798,330.7879638671875
44.50397458333334,-92.61652482435595,331.2857666015625
44.50397458333334,-92.60978723653395,323.385498046875
44.50397458333334,-92.60304964871193,321.7718811035156
44.50397458333334,-92.59631206088993,332.2465209960938
44.50397458333334,-92.58957447306791,333.1979064941406
44.50397458333334,-92.58283688524588,321.1004028320312
44.50397458333334,-92.57609929742388,301.2272033691406
44.50397458333334,-92.56936170960184,329.5297546386719
44.50397458333334,-92.56262412177985,232.9794464111328
44.50397458333334,-92.5558865339578,286.457275390625
44.50397458333334,-92.54914894613579,309.2330627441406
44.50397458333334,-92.54241135831379,306.7698974609375
44.50397458333334,-92.53567377049177,323.9992980957031
44.50397458333334,-92.52893618266977,326.5599365234375
44.50397458333334,-92.52219859484774,300.6937561035156
44.50397458333334,-92.51546100702572,329.5252990722656
44.50397458333334,-92.5087234192037,331.6287536621094
44.50397458333334,-92.50198583138169,337.2217712402344
44.50397458333334,-92.49524824355969,333.4032897949219
44.50397458333334,-92.48851065573764,321.3297119140625
44.50397458333334,-92.48177306791565,328.34814453125
44.50397458333334,-92.47503548009364,320.9336853027344
44.50397458333334,-92.4682978922716,307.8553771972656
44.50397458333334,-92.46156030444959,322.4476318359375
44.50397458333334,-92.45482271662758,325.3319091796875
44.50397458333334,-92.44808512880556,318.3678283691406
44.50876950000001,-92.63,323.4225463867188
44.50876950000001,-92.62326241217798,323.4081726074219
44.50876950000001,-92.61652482435595,319.2336120605469
44.50876950000001,-92.60978723653395,328.4129943847656
44.50876950000001,-92.60304964871193,310.73486328125
44.50876950000001,-92.59631206088993,334.5340270996094
44.50876950000001,-92.58957447306791,331.2926025390625
44.50876950000001,-92.58283688524588,320.2269287109375
44.50876950000001,-92.57609929742388,317.4964294433594
44.50876950000001,-92.56936170960184,263.4495544433594
44.50876950000001,-92.56262412177985,232.1364288330078
44.50876950000001,-92.5558865339578,299.36376953125
44.50876950000001,-92.54914894613579,328.6020202636719
44.50876950000001,-92.54241135831379,332.826416015625
44.50876950000001,-92.53567377049177,322.8652648925781
44.50876950000001,-92.52893618266977,322.7509155273438
44.50876950000001,-92.52219859484774,320.9417724609375
44.50876950000001,-92.51546100702572,326.2339782714844
44.50876950000001,-92.5087234192037,332.2745971679688
44.50876950000001,-92.50198583138169,321.5635681152344
44.50876950000001,-92.49524824355969,321.1881103515625
44.50876950000001,-92.48851065573764,325.1023864746094
44.50876950000001,-92.48177306791565,324.581787109375
44.50876950000001,-92.47503548009364,331.2985534667969
44.50876950000001,-92.4682978922716,326.5369873046875
44.50876950000001,-92.46156030444959,289.8034057617188
44.50876950000001,-92.45482271662758,322.287353515625
44.50876950000001,-92.44808512880556,329.8076782226562
44.51356441666668,-92.63,304.6570434570312
44.51356441666668,-92.62326241217798,319.2688598632812
44.51356441666668,-92.61652482435595,325.9567260742188
44.51356441666668,-92.60978723653395,328.3310241699219
44.51356441666668,-92.60304964871193,301.9844665527344
44.51356441666668,-92.59631206088993,333.17724609375
44.51356441666668,-92.58957447306791,322.2500610351562
44.51356441666668,-92.58283688524588,307.759033203125
44.51356441666668,-92.57609929742388,322.6543579101562
44.51356441666668,-92.56936170960184,321.2666625976562
44.51356441666668,-92.56262412177985,229.3775177001953
44.51356441666668,-92.5558865339578,274.0950317382812
44.51356441666668,-92.54914894613579,302.9424743652344
44.51356441666668,-92.54241135831379,333.0317687988281
44.51356441666668,-92.53567377049177,317.2142639160156
44.51356441666668,-92.52893618266977,319.4479370117188
44.51356441666668,-92.52219859484774,332.3029174804688
44.51356441666668,-92.51546100702572,334.8164978027344
44.51356441666668,-92.5087234192037,332.2346801757812
44.51356441666668,-92.50198583138169,322.7650146484375
44.51356441666668,-92.49524824355969,307.0802612304688
44.51356441666668,-92.48851065573764,269.2590637207031
44.51356441666668,-92.48177306791565,318.1506958007812
44.51356441666668,-92.47503548009364,317.238037109375
44.51356441666668,-92.4682978922716,319.0069580078125
44.51356441666668,-92.46156030444959,273.6543579101562
44.51356441666668,-92.45482271662758,325.1626892089844
44.51356441666668,-92.44808512880556,317.3297424316406
44.518359333333336,-92.63,328.4324645996094
44.518359333333336,-92.62326241217798,332.8056640625
44.518359333333336,-92.61652482435595,331.4266967773438
44.518359333333336,-92.60978723653395,320.5094299316406
44.518359333333336,-92.60304964871193,324.6556091308594
44.518359333333336,-92.59631206088993,330.0205383300781
44.518359333333336,-92.58957447306791,323.5131225585938
44.518359333333336,-92.58283688524588,280.7510681152344
44.518359333333336,-92.57609929742388,323.2694091796875
44.518359333333336,-92.56936170960184,265.3750610351562
44.518359333333336,-92.56262412177985,221.2821044921875
44.518359333333336,-92.5558865339578,275.9558410644531
44.518359333333336,-92.54914894613579,278.3648376464844
44.518359333333336,-92.54241135831379,279.4869384765625
44.518359333333336,-92.53567377049177,316.725341796875
44.518359333333336,-92.52893618266977,290.0387268066406
44.518359333333336,-92.52219859484774,327.7501525878906
44.518359333333336,-92.51546100702572,314.095703125
44.518359333333336,-92.5087234192037,334.9741516113281
44.518359333333336,-92.50198583138169,331.7942504882812
44.518359333333336,-92.49524824355969,318.5469055175781
44.518359333333336,-92.48851065573764,330.3947143554688
44.518359333333336,-92.48177306791565,257.9992980957031
44.518359333333336,-92.47503548009364,258.5612182617188
44.518359333333336,-92.4682978922716,312.7597045898438
44.518359333333336,-92.46156030444959,298.5064392089844
44.518359333333336,-92.45482271662758,312.0267639160156
44.518359333333336,-92.44808512880556,260.7502136230469
44.52315425000001,-92.63,312.7846069335938
44.52315425000001,-92.62326241217798,328.3429260253906
44.52315425000001,-92.61652482435595,321.1512451171875
44.52315425000001,-92.60978723653395,319.0785522460938
44.52315425000001,-92.60304964871193,311.5351867675781
44.52315425000001,-92.59631206088993,288.5299377441406
44.52315425000001,-92.58957447306791,307.1643981933594
44.52315425000001,-92.58283688524588,258.08544921875
44.52315425000001,-92.57609929742388,313.1505126953125
44.52315425000001,-92.56936170960184,316.243408203125
44.52315425000001,-92.56262412177985,237.3263549804688
44.52315425000001,-92.5558865339578,269.5905151367188
44.52315425000001,-92.54914894613579,252.1627502441406
44.52315425000001,-92.54241135831379,300.7069091796875
44.52315425000001,-92.53567377049177,258.6983947753906
44.52315425000001,-92.52893618266977,300.4755249023438
44.52315425000001,-92.52219859484774,321.2044372558594
44.52315425000001,-92.51546100702572,322.5240783691406
44.52315425000001,-92.5087234192037,321.6952514648438
44.52315425000001,-92.50198583138169,315.9756469726562
44.52315425000001,-92.49524824355969,286.0277099609375
44.52315425000001,-92.48851065573764,301.4846801757812
44.52315425000001,-92.48177306791565,318.3353576660156
44.52315425000001,-92.47503548009364,246.0364685058594
44.52315425000001,-92.4682978922716,328.4467468261719
44.52315425000001,-92.46156030444959,296.4627685546875
44.52315425000001,-92.45482271662758,244.5614318847656
44.52315425000001,-92.44808512880556,317.621337890625
44.52794916666668,-92.63,306.387451171875
44.52794916666668,-92.62326241217798,321.3507690429688
44.52794916666668,-92.61652482435595,307.1298217773438
44.52794916666668,-92.60978723653395,312.173095703125
44.52794916666668,-92.60304964871193,314.9774169921875
44.52794916666668,-92.59631206088993,266.1459045410156
44.52794916666668,-92.58957447306791,290.1632385253906
44.52794916666668,-92.58283688524588,265.8574523925781
44.52794916666668,-92.57609929742388,310.2005310058594
44.52794916666668,-92.56936170960184,296.0363464355469
44.52794916666668,-92.56262412177985,220.0670013427734
44.52794916666668,-92.5558865339578,234.3911743164062
44.52794916666668,-92.54914894613579,252.8975830078125
44.52794916666668,-92.54241135831379,258.6210327148438
44.52794916666668,-92.53567377049177,268.5273742675781
44.52794916666668,-92.52893618266977,308.4754638671875
44.52794916666668,-92.52219859484774,323.6092529296875
44.52794916666668,-92.51546100702572,323.3793640136719
44.52794916666668,-92.5087234192037,273.1658935546875
44.52794916666668,-92.50198583138169,307.0710754394531
44.52794916666668,-92.49524824355969,304.0703735351562
44.52794916666668,-92.48851065573764,250.7848358154297
44.52794916666668,-92.48177306791565,245.0211181640625
44.52794916666668,-92.47503548009364,237.6087341308594
44.52794916666668,-92.4682978922716,243.937255859375
44.52794916666668,-92.46156030444959,317.52783203125
44.52794916666668,-92.45482271662758,244.5296325683594
44.52794916666668,-92.44808512880556,265.6531677246094
44.53274408333335,-92.63,292.4201354980469
44.53274408333335,-92.62326241217798,316.2565307617188
44.53274408333335,-92.61652482435595,318.0083312988281
44.53274408333335,-92.60978723653395,286.77392578125
44.53274408333335,-92.60304964871193,314.4344177246094
44.53274408333335,-92.59631206088993,312.2384338378906
44.53274408333335,-92.58957447306791,250.2680816650391
44.53274408333335,-92.58283688524588,245.3465118408203
44.53274408333335,-92.57609929742388,282.2962951660156
44.53274408333335,-92.56936170960184,265.7079162597656
44.53274408333335,-92.56262412177985,219.4710998535156
44.53274408333335,-92.5558865339578,245.8694763183594
44.53274408333335,-92.54914894613579,255.2495880126953
44.53274408333335,-92.54241135831379,308.3799743652344
44.53274408333335,-92.53567377049177,325.8464660644531
44.53274408333335,-92.52893618266977,311.3504638671875
44.53274408333335,-92.52219859484774,316.8774719238281
44.53274408333335,-92.51546100702572,321.994384765625
44.53274408333335,-92.5087234192037,315.6865844726562
44.53274408333335,-92.50198583138169,311.5025329589844
44.53274408333335,-92.49524824355969,320.8030700683594
44.53274408333335,-92.48851065573764,267.4576110839844
44.53274408333335,-92.48177306791565,318.8223876953125
44.53274408333335,-92.47503548009364,316.7215881347656
44.53274408333335,-92.4682978922716,261.233642578125
44.53274408333335,-92.46156030444959,228.7725830078125
44.53274408333335,-92.45482271662758,238.6510009765625
44.53274408333335,-92.44808512880556,307.9549865722656
44.53753900000002,-92.63,310.1004943847656
44.53753900000002,-92.62326241217798,267.560302734375
44.53753900000002,-92.61652482435595,302.8722839355469
44.53753900000002,-92.60978723653395,310.2823181152344
44.53753900000002,-92.60304964871193,295.242919921875
44.53753900000002,-92.59631206088993,254.1573333740234
44.53753900000002,-92.58957447306791,252.9376068115234
44.53753900000002,-92.58283688524588,248.2685394287109
44.53753900000002,-92.57609929742388,253.6794738769531
44.53753900000002,-92.56936170960184,249.0576629638672
44.53753900000002,-92.56262412177985,217.4602355957031
44.53753900000002,-92.5558865339578,267.1005249023438
44.53753900000002,-92.54914894613579,299.7963562011719
44.53753900000002,-92.54241135831379,276.8899536132812
44.53753900000002,-92.53567377049177,318.4116516113281
44.53753900000002,-92.52893618266977,318.0536499023438
44.53753900000002,-92.52219859484774,322.2202453613281
44.53753900000002,-92.51546100702572,325.1942443847656
44.53753900000002,-92.5087234192037,326.9217834472656
44.53753900000002,-92.50198583138169,332.3419799804688
44.53753900000002,-92.49524824355969,320.0313415527344
44.53753900000002,-92.48851065573764,307.5226745605469
44.53753900000002,-92.48177306791565,284.7535400390625
44.53753900000002,-92.47503548009364,255.6744079589844
44.53753900000002,-92.4682978922716,268.9982299804688
44.53753900000002,-92.46156030444959,290.9889831542969
44.53753900000002,-92.45482271662758,224.0295562744141
44.53753900000002,-92.44808512880556,232.916748046875
44.54233391666669,-92.63,297.5084228515625
44.54233391666669,-92.62326241217798,295.485107421875
44.54233391666669,-92.61652482435595,254.3452453613281
44.54233391666669,-92.60978723653395,298.7846374511719
44.54233391666669,-92.60304964871193,298.3442993164062
44.54233391666669,-92.59631206088993,288.8176879882812
44.54233391666669,-92.58957447306791,236.6908721923828
44.54233391666669,-92.58283688524588,245.5729675292969
44.54233391666669,-92.57609929742388,220.5144805908203
44.54233391666669,-92.56936170960184,213.8841857910156
44.54233391666669,-92.56262412177985,219.0055389404297
44.54233391666669,-92.5558865339578,246.8186950683594
44.54233391666669,-92.54914894613579,249.5799102783203
44.54233391666669,-92.54241135831379,275.5295104980469
44.54233391666669,-92.53567377049177,269.0177001953125
44.54233391666669,-92.52893618266977,319.2936096191406
44.54233391666669,-92.52219859484774,322.0369262695312
44.54233391666669,-92.51546100702572,316.046630859375
44.54233391666669,-92.5087234192037,324.5591125488281
44.54233391666669,-92.50198583138169,326.2463073730469
44.54233391666669,-92.49524824355969,321.6995239257812
44.54233391666669,-92.48851065573764,313.6423034667969
44.54233391666669,-92.48177306791565,276.1905517578125
44.54233391666669,-92.47503548009364,316.6097412109375
44.54233391666669,-92.4682978922716,307.3771057128906
44.54233391666669,-92.46156030444959,268.1664428710938
44.54233391666669,-92.45482271662758,259.9230041503906
